file_name,height,width,bbox,age,race,masked,skintone,emotion,gender
10003832_pmale.jpg,2000,1459,"[584.1895944369563, 301.32785213219023, 265.7472074173906, 325.54338524217644]",0,1,1,3,0,0
10005259_pmale.jpg,1395,2000,"[1131.1132364709713, 312.5498771883628, 285.1000631711058, 385.9086669006094]",0,1,1,1,4,0
100216956_pmale.jpg,800,2000,"[1425.766643192414, 193.89415409437586, 131.90518057077395, 189.70957066730165]",0,0,0,1,3,0
100217739_pmale.jpg,1333,2000,"[646.7699944489382, 208.87603187406907, 426.95295423779294, 564.1239681259314]",4,1,1,1,0,0
100219968_pmale.jpg,800,2000,"[1417.732028883572, 132.8713565610887, 132.2679711164389, 177.55134667594834]",0,0,1,1,3,0
100221970_pmale.jpg,800,2000,"[1421.7793623566786, 144.61210155140233, 148.5249057285224, 189.74910860373782]",0,2,1,0,3,0
10022588_pmale.jpg,2000,2000,"[897.0, 178.2916406788262, 337.00000000000006, 479.95851524821813]",0,1,1,3,3,0
100316820_pmale.jpg,2000,1333,"[443.9999999999961, 514.5061011482767, 727.8117816947332, 985.8178973428243]",0,0,1,1,4,0
10044948_pmale.jpg,1334,2000,"[1205.154988764914, 357.7839670067631, 169.21442091289464, 226.21603299323255]",0,1,1,3,3,0
100623263_pmale.jpg,967,2000,"[367.84990524333847, 142.20492875929068, 151.42001263422148, 219.00560667390084]",0,0,1,1,3,0
10097616_pmale.jpg,1329,2000,"[1158.0093978918326, 205.28399126390977, 200.24367924342732, 274.17165371237354]",0,1,1,3,1,0
100994586_pmale.jpg,1333,2000,"[1185.6297300874344, 199.93161440775089, 262.8602906750714, 362.0205156776748]",0,2,1,0,3,0
101026822_pmale.jpg,1333,2000,"[853.0000000000056, 428.8158007985173, 234.97424709764454, 258.24765270380095]",0,0,1,1,0,0
10103087_pmale.jpg,2000,1557,"[867.6787700342929, 749.9007036899496, 153.24092247427924, 133.66301795042887]",0,1,1,2,4,0
10116317_pmale.jpg,2000,1333,"[529.4369681708812, 819.3373154947568, 575.6895946103849, 510.2167954263576]",0,1,1,3,3,0
101163412_pmale.jpg,1333,2000,"[996.7922184304024, 337.8077782418765, 185.81949488103976, 183.79920096829815]",0,0,1,3,4,0
101179200_pmale.jpg,2000,1334,"[573.1431253341676, 212.00000000000003, 149.35766995546493, 215.99999999999991]",0,0,1,1,6,0
101320716_pmale.jpg,1333,2000,"[1146.2300040957023, 161.37425448467076, 213.45716308503657, 288.9884839306196]",1,1,1,3,3,0
10134974_pmale.jpg,1333,2000,"[916.1318881374534, 224.62110067760284, 264.18761694528337, 361.19013775273976]",1,1,0,1,0,0
10161019_pmale.jpg,1329,2000,"[518.598441066156, 266.0, 255.00173214871697, 349.9999999999999]",0,1,1,1,3,0
101691898_pmale.jpg,2000,1577,"[805.8644497195494, 283.48321898683423, 258.1355502804471, 339.3699703330709]",0,0,1,3,4,0
101788576_pmale.jpg,1333,2000,"[1092.5565490124716, 258.0547084737982, 241.44345098752905, 329.9452915262008]",1,1,1,3,3,0
101915607_pmale.jpg,1333,2000,"[833.9229834962057, 387.6211006776051, 261.45598924678086, 335.40606507228244]",1,1,1,3,3,0
102244068_pmale.jpg,1333,2000,"[631.8626594045566, 302.58919426342123, 184.73299228974923, 150.74095334076546]",1,2,1,0,4,0
102497952_pmale.jpg,1333,2000,"[1050.0, 272.0920996007428, 244.30169504419766, 323.14887624550033]",1,1,1,3,3,0
102508464_pmale.jpg,1297,2000,"[735.3954683251145, 302.3415003979475, 341.81636624126924, 509.95017894586]",0,2,1,2,5,0
102696145_pmale.jpg,1333,2000,"[867.5526353038398, 145.0732599924325, 277.30920587019085, 378.5826792919272]",1,0,1,3,3,0
102721577_pmale.jpg,2000,1333,"[522.2873936341758, 620.5246949740715, 352.09579787805933, 325.42591507779116]",3,0,1,3,4,0
102738586_pmale.jpg,2000,1333,"[568.623175770659, 488.11651805404676, 236.12755392107937, 293.7008360428246]",0,0,1,3,4,0
102738592_pmale.jpg,625,2000,"[712.0000000000017, 47.00000000000015, 417.6142047155782, 523.3555844127817]",0,2,1,2,4,0
102738969_pmale.jpg,2000,1333,"[669.9999999999972, 619.7959867259896, 207.5504496308671, 209.80237135170339]",0,0,1,3,3,0
102796875_pmale.jpg,2000,1389,"[810.7434537387489, 520.7079031756623, 422.230361216249, 282.4407643581345]",0,0,1,1,4,0
102799642_pmale.jpg,1333,2000,"[1169.3993060433531, 163.0000000000001, 246.60069395664547, 305.8249489076208]",4,0,1,1,3,0
10282499_pmale.jpg,2000,1328,"[372.78482529689984, 251.51579108108018, 359.4034525683128, 465.990194862692]",4,1,1,1,3,0
102851413_pmale.jpg,1333,2000,"[854.0597959860818, 253.20921273648568, 248.4737827287007, 349.1257138326479]",1,1,1,1,3,0
102880289_pmale.jpg,1333,2000,"[527.8939473575267, 308.8947076167303, 341.373369575965, 374.2138536569353]",0,0,0,1,4,0
10290792_pmale.jpg,2000,1333,"[474.4251163305952, 589.7590241537591, 185.39244861251663, 257.2409758462449]",0,1,1,1,4,0
10296166_pmale.jpg,1333,2000,"[806.9963192782582, 246.99999999999994, 268.003680721742, 341.6674632845665]",0,1,1,1,0,0
103143958_pmale.jpg,800,2000,"[1379.1103205354957, 165.24757104072586, 134.91245508966247, 190.3967531500177]",0,0,1,1,3,0
10318503_pmale.jpg,2000,1333,"[618.1275539210808, 1178.75176512614, 222.8357419690578, 222.93441102926428]",0,1,0,1,5,0
10319652_pmale.jpg,1333,2000,"[500.6208047467093, 448.8099497727616, 231.34452067544368, 280.5204018179122]",0,1,1,1,3,0
10321627_pmale.jpg,2000,1333,"[706.6215787011206, 197.0000000000011, 143.91223727304015, 196.169727514893]",1,1,1,1,4,0
103332970_pmale.jpg,1333,2000,"[503.0, 354.0, 231.06150154222303, 279.9277162937468]",0,1,1,3,4,0
10349305_pmale.jpg,2000,1333,"[787.3650548654422, 250.97398751574417, 147.06099333622038, 193.02601248425495]",0,1,1,1,3,0
10349389_pmale.jpg,2000,1333,"[624.6903625546547, 166.664437069995, 149.19765947202006, 197.73690068800738]",1,1,1,1,3,0
103658719_pmale.jpg,1333,2000,"[1038.4627405634756, 178.26555140160664, 208.94020401391737, 322.73444859839265]",0,0,1,3,4,0
103891003_pmale.jpg,1333,2000,"[1194.8624142401256, 486.60026150027056, 236.13758575987262, 304.2096882724898]",1,0,1,3,3,0
103945819_pmale.jpg,666,2000,"[1186.8008358249633, 21.437547247612212, 498.7671893105656, 631.9999160042416]",0,0,1,1,3,0
104047706_pmale.jpg,1333,2000,"[445.13248108745626, 347.2923589683107, 343.97043009456854, 456.2835259715669]",1,1,1,3,3,0
104101981_pmale.jpg,2000,1333,"[372.9056180810401, 325.05201186677135, 410.0382011085567, 543.6115798264875]",0,0,1,3,3,0
104117140_pmale.jpg,2000,1406,"[422.5943508452579, 137.38684358032256, 250.4056491547413, 314.8394692590326]",0,0,1,1,3,0
104165037_pmale.jpg,2000,1330,"[438.73436059485437, 577.4940395589202, 196.26563940514583, 237.25011436093178]",0,0,1,1,0,0
10428479_pmale.jpg,1333,2000,"[1166.0000000000055, 258.26021033084595, 222.11705693239168, 240.12371054442673]",0,1,1,1,4,0
10445195_pmale.jpg,1333,2000,"[567.2948259392839, 640.1935534776283, 165.885679179678, 204.80644652237316]",0,1,1,1,3,0
104503067_pmale.jpg,1333,2000,"[845.7701569975217, 265.93736618474213, 202.8636177467976, 277.2047054343362]",0,0,1,3,3,0
10450950_pmale.jpg,2000,1331,"[522.6495920972009, 428.9090916325103, 329.3504079027963, 428.05932620533014]",3,1,1,1,3,0
104524504_pmale.jpg,1498,2000,"[1435.6401717883753, 175.53456113155852, 234.43458649875552, 321.4654388684391]",0,1,1,3,3,0
104780445_pmale.jpg,1333,2000,"[774.465365655406, 224.07200137200928, 272.5346343445908, 318.62533413367214]",0,0,1,1,4,0
104998132_pmale.jpg,2000,1333,"[457.7667287010214, 676.4727471187782, 568.2332712989779, 723.5272528812213]",3,0,1,3,3,0
105012036_pmale.jpg,1940,2000,"[661.999999999999, 302.02629482229173, 477.4852952483398, 578.9737051777073]",0,0,1,1,3,0
105051427_pmale.jpg,1125,2000,"[600.0, 223.5324420261577, 422.6949602122012, 527.5250828197759]",1,1,1,3,3,0
10529780_pmale.jpg,2000,1333,"[458.55639072813, 273.6532731107613, 374.58539262141716, 492.040180667716]",1,1,1,3,3,0
10529783_pmale.jpg,2000,1333,"[525.7409837849061, 176.2418425472969, 278.8355969094328, 385.7581574527029]",1,1,1,1,4,0
10529785_pmale.jpg,2000,1333,"[531.0082996469225, 301.51487777618763, 353.4892104590002, 460.50297555523713]",1,1,1,3,4,0
10529851_pmale.jpg,2000,1333,"[722.4811196282557, 356.0000000000012, 291.51888037174484, 373.7894707616732]",1,1,1,1,4,0
10529855_pmale.jpg,2000,1333,"[636.5022238245319, 263.12643134224146, 158.19644188074767, 206.26437514741252]",1,1,1,1,3,0
10529856_pmale.jpg,2000,1333,"[623.4246826507236, 307.47321196474593, 161.9893891748097, 205.92876352161502]",1,1,1,1,3,0
105346319_pmale.jpg,1333,2000,"[791.0, 360.64266620933023, 205.99999999999994, 262.3573337906697]",0,0,1,1,4,0
105558873_pmale.jpg,1334,2000,"[830.3465469377193, 341.0000000000034, 474.80324035802573, 601.7753027407018]",1,1,0,3,4,0
10560974_pmale.jpg,1335,2000,"[1208.5462277707898, 225.00000000000006, 326.39500718520367, 348.83326779040215]",1,1,1,1,0,0
105689208_pmale.jpg,1125,2000,"[919.6198742975093, 269.0, 211.92666865466404, 211.99999999999994]",0,0,1,3,4,0
10604707_pmale.jpg,2000,1333,"[603.0537766586466, 409.0000000000001, 263.1378190974721, 350.0000000000003]",0,1,1,1,4,0
106117625_pmale.jpg,1703,2000,"[1270.8308349332658, 308.99999999999994, 241.16916506673408, 313.0]",0,0,1,1,4,0
106186319_pmale.jpg,2000,1333,"[372.0, 219.0000000000004, 644.9999999999999, 832.0909099590154]",0,0,1,1,4,0
10620240_pmale.jpg,2000,2000,"[863.1842129274471, 250.0000000000004, 275.6052580126148, 381.5815745270313]",1,1,1,1,3,0
106605320_pmale.jpg,1333,2000,"[472.0000000000001, 74.99999999999999, 259.34333583395795, 347.345]",5,1,1,3,3,0
10667641_pmale.jpg,1330,2000,"[656.9966630457163, 419.99999999999915, 226.00500543142587, 313.0000000000002]",1,1,1,1,3,0
106747905_pmale.jpg,1333,2000,"[783.4541679544528, 171.9999999999998, 235.93674618287696, 340.99999999999966]",4,0,1,3,4,0
106763496_pmale.jpg,1333,2000,"[435.496932401433, 168.8052700415057, 212.59845642501963, 256.0341992175258]",0,0,1,1,4,0
107102472_pmale.jpg,1333,2000,"[838.8636733235554, 194.00000000000037, 461.13632667644293, 629.5677146479736]",4,0,1,2,3,0
107129696_pmale.jpg,1334,2000,"[1146.7370952552947, 270.3562693619556, 307.7152745168867, 353.13006481365517]",1,1,1,3,0,0
107280219_pmale.jpg,1334,2000,"[1041.2030390625393, 196.99999999999977, 295.3959479166119, 436.9999999999995]",0,1,1,3,4,0
10754005_pmale.jpg,2000,1333,"[566.0033198587689, 225.94644000572362, 318.4941902471536, 460.5446333285616]",4,1,1,1,4,0
107659246_pmale.jpg,1462,2000,"[1277.4674491303879, 183.00582805193952, 303.5325508696115, 389.9941719480602]",3,0,1,1,3,0
107659246_pmale.jpg,1462,2000,"[326.0017878839932, 282.5892331981717, 363.4670952876607, 405.9106353943551]",0,0,0,1,4,0
107721561_pmale.jpg,1333,2000,"[1007.1003010069599, 432.7044222048528, 513.1246237412886, 589.1684304005222]",2,1,1,1,4,0
107839312_pmale.jpg,1333,2000,"[851.7905784607893, 211.2103671134416, 151.89378989075163, 201.26321096218618]",0,0,1,3,3,0
107841022_pmale.jpg,1333,2000,"[794.8288740368669, 159.68618089527368, 252.17112596313606, 344.3138191047275]",0,0,1,1,3,0
107851434_pmale.jpg,1333,2000,"[627.823075419122, 162.41842646118263, 233.04769441322622, 292.3013331180805]",0,0,1,3,6,0
108156308_pmale.jpg,1333,2000,"[887.9999999999986, 200.7469617900155, 261.9999999999999, 363.4096679862325]",0,2,1,2,3,0
10871764_pmale.jpg,2000,1333,"[789.0000000000008, 554.900975758443, 187.00000000000006, 246.33658586147712]",0,1,1,1,1,0
