file_name,height,width,bbox,age,race,masked,skintone,emotion,gender
cr_0.jpg,280,390,"[197, 103, 58, 77]",1,2,1,0,4,1
cr_2.jpg,280,390,"[153, 35, 80, 110]",0,2,0,2,4,1
cr_3.jpg,280,390,"[162, 31, 60, 80]",0,2,0,2,4,1
cr_5.jpg,280,390,"[170, 25, 52, 75]",0,2,0,2,4,1
cr_6.jpg,280,389,"[158, 47, 98, 154]",0,2,0,0,4,1
cr_7.jpg,280,390,"[184, 49, 101, 148]",0,2,0,2,4,1
cr_8.jpg,280,390,"[190, 26, 39, 54]",0,2,0,2,3,1
cr_9.jpg,280,390,"[116, 18, 33, 48]",0,2,0,2,4,1
cr_10.jpg,280,384,"[137, 21, 62, 82]",0,2,0,2,3,1
cr_12.jpg,280,462,"[250, 41, 108, 158]",0,2,0,0,4,1
cr_13.jpg,280,390,"[109, 48, 95, 120]",0,2,0,2,3,1
cr_14.jpg,280,390,"[225, 75, 28, 37]",0,2,0,2,4,1
cr_14.jpg,280,390,"[117, 32, 45, 63]",0,2,0,0,4,1
cr_14.jpg,280,390,"[282, 90, 27, 34]",0,2,0,2,4,0
cr_15.jpg,280,390,"[166, 43, 79, 114]",0,2,0,0,4,1
cr_16.jpg,280,390,"[120, 52, 106, 130]",0,2,0,2,4,1
cr_17.jpg,280,390,"[136, 43, 55, 60]",0,2,0,0,4,1
cr_19.jpg,280,390,"[235, 29, 46, 66]",0,2,0,0,4,1
cr_20.jpg,280,390,"[182, 43, 47, 61]",0,2,0,0,4,1
cr_21.jpg,280,390,"[150, 50, 70, 93]",0,2,1,0,3,1
cr_22.jpg,280,493,"[230, 26, 39, 55]",1,2,0,2,4,1
cr_22.jpg,280,493,"[99, 37, 36, 52]",0,0,0,1,4,0
cr_22.jpg,280,493,"[361, 23, 38, 49]",1,0,0,1,4,1
cr_23.jpg,280,389,"[164, 55, 57, 85]",0,2,0,0,4,1
cr_24.jpg,280,390,"[181, 27, 51, 77]",4,2,0,2,4,1
cr_26.jpg,280,390,"[210, 49, 76, 119]",0,2,0,0,4,1
cr_27.jpg,280,390,"[165, 55, 50, 57]",0,2,0,0,4,1
cr_29.jpg,280,390,"[129, 54, 129, 190]",0,2,0,0,4,1
cr_30.jpg,280,390,"[128, 19, 55, 78]",0,2,0,2,4,1
cr_32.jpg,280,390,"[176, 21, 49, 73]",0,2,0,0,4,1
cr_33.jpg,280,390,"[268, 0, 122, 256]",0,2,0,2,4,1
cr_34.jpg,280,390,"[149, 33, 60, 81]",0,2,0,2,0,1
cr_35.jpg,280,390,"[237, 43, 61, 89]",0,2,0,0,4,1
cr_36.jpg,280,390,"[172, 57, 41, 57]",0,2,1,2,3,1
cr_37.jpg,280,390,"[116, 50, 80, 104]",4,2,1,0,4,1
cr_39.jpg,280,390,"[109, 55, 171, 164]",0,2,1,2,4,1
cr_42.jpg,280,390,"[250, 31, 38, 52]",0,2,0,2,4,1
cr_43.jpg,280,390,"[160, 24, 61, 79]",0,2,1,0,3,1
cr_45.jpg,280,861,"[682, 38, 42, 59]",0,2,0,2,4,1
cr_45.jpg,280,861,"[380, 38, 33, 44]",0,2,0,2,4,1
cr_45.jpg,280,861,"[120, 37, 33, 41]",0,2,0,2,4,1
cr_46.jpg,280,390,"[218, 56, 39, 57]",1,2,0,2,3,1
